,CompoundName,SMILES,caymanID,casID,Formula
15480,Fluo-4 (potassium salt),Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])c(OCCOc2cc(-c3c4cc(F)c(=O)cc-4oc4cc([O-])c(F)cc34)ccc2N(CC(=O)[O-])CC(=O)[O-])c1.[K+].[K+].[K+].[K+].[K+],35765,1199351-32-0,C36H25F2K5N2O13
15481,Ganoderic Acid N,CC(CC(=O)CC(C)(O)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O)C(=O)O,34323,110241-19-5,C30H42O8
15482,MN-18 N-(5-hydroxypentyl) metabolite,O=C(Nc1cccc2ccccc12)c1nn(CCCCCO)c2ccccc12,35278,2748591-74-2,C23H23N3O2
15483,OATD-01,C[C@H]1CN(C2CCN(c3nnc(N)[nH]3)CC2)[C@@H](Cc2ccc(Cl)cc2)CO1,35193,2088453-21-6,C19H27ClN6O
15484,N-Boc Norfentanyl,CCC(=O)N(c1ccccc1)C1CCN(C(=O)OC(C)(C)C)CC1,36073,2665695-47-4,C19H28N2O3
15485,2-(1-(4-Fluorobenzyl)-1H-indol-3-yl)acetic Acid,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,36015,176204-51-6,C17H14FNO2
15486,"2,5-DMA (hydrochloride)",COc1ccc(OC)c(CC(C)N)c1.Cl,34991,24973-25-9,C11H18ClNO2
15487,IPG-1 TMA,COc1cc(C=O)ccc1N1CCOCCOCCN(c2ccc(-c3c4cc(CCC(=O)[O-])c(=O)c(Cl)c-4oc4c(Cl)c([O-])c(CCC(=O)[O-])cc34)cc2OC)CCOCCOCC1.C[N+](C)(C)C.C[N+](C)(C)C.C[N+](C)(C)C,35543,1369302-17-9,C58H83Cl2N5O14
15488,Glycine-d5,[2H]OC(=O)C([2H])([2H])N([2H])[2H],34825,4896-77-9,C2H5NO2
15489,Octapeptide-2,CC(C)C[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O)[C@@H](C)O,35184,1054611-00-5,C42H78N12O14
15490,"(3R,5R)-Rosuvastatin (calcium salt)",CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],35381,1422515-55-6,C44H54CaF2N6O12S2
15491,"(R)-(-)-3,4-MDMA (hydrochloride)",CN[C@H](C)Cc1ccc2c(c1)OCO2.Cl,33956,69558-31-2,C11H16ClNO2
15492,para-fluoro Norfentanyl,CCC(=O)N(c1ccc(F)cc1)C1CCNCC1,35259,202859-51-6,C14H19FN2O
15493,?-hydroxy Etizolam,Cc1nnc2n1-c1sc(C(C)O)cc1C(c1ccccc1Cl)=NC2,27780,64546-10-7,C17H15ClN4OS
15494,Brincidofovir,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,35062,444805-28-1,C27H52N3O7P
15495,2-Methylamino-5-chlorobenzophenone,CNc1ccc(Cl)cc1C(=O)c1ccccc1,36069,1022-13-5,C14H12ClNO
15496,"3,4-Methylenedioxy-?-propylaminobutiophenone (hydrochloride)",CCCNC(CC)C(=O)c1ccc2c(c1)OCO2.Cl,30892,17762-91-3,C14H20ClNO3
15497,5?-Androst-2-ene-17-one,C[C@]12CC=CC[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,21302,963-75-7,C19H28O
15498,Tetrahydrocannabivarin,CCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,30748,31262-37-0,C19H26O2
15499,SOCLAC,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(=O)CCl,9003928,126586-82-1,C20H38ClNO3
15500,SACLAC,CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC(=O)CCl,9003926,2248703-42-4,C20H40ClNO3
15501,"1,4-Dicaffeoylquinic Acid",O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@H]1O,33842,1182-34-9,C25H24O12
15502,"(6S)-5,6,7,8-tetrahydro-L-Biopterin (sulfate)",C[C@H](O)[C@H](O)[C@@H]1CNc2[nH]c(N)nc(=O)c2N1,34671,109784-74-9,C9H15N5O3
15503,PROTAC(H-PGDS)-7,O=C1CCC(N2C(=O)c3cccc(N4CCN(C(=O)C5CCN(c6ccc(NC(=O)c7cnc(Oc8ccccc8)nc7)cc6)CC5)CC4)c3C2=O)C(=O)N1,35561,2761281-50-7,C40H38N8O7
15504,"(S)-(+)-3,4-MDMA (hydrochloride)",CN[C@@H](C)Cc1ccc2c(c1)OCO2.Cl,26333,69558-32-3,C11H16ClNO2
15505,TAK-041,C[C@H](NC(=O)Cn1nnc2ccccc2c1=O)c1ccc(OC(F)(F)F)cc1,36108,1929519-13-0,C18H15F3N4O3
15506,2-Amino-3-(2-chlorobenzoyl)-5-ethylthiophene,CCc1cc(C(=O)c2ccccc2Cl)c(N)s1,36070,50508-60-6,C13H12ClNOS
15507,SABRAC,CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC(=O)CBr,9003925,886212-98-2,C20H40BrNO3
15508,DiFMUP,Cc1cc(=O)oc2c(F)c(OP(=O)(O)O)c(F)cc12,35500,214491-43-7,C10H7F2O6P
15509,JX06,S=C(SSC(=S)N1CCOCC1)N1CCOCC1,34850,729-46-4,C10H16N2O2S4
15510,N-isopropyl Butylone (hydrochloride),CCC(NC(C)C)C(=O)c1ccc2c(c1)OCO2.Cl,35366,17762-92-4,C14H20ClNO3
15511,4-hydroxy Atomoxetine,CNCC[C@@H](Oc1ccc(O)cc1C)c1ccccc1,34821,435293-66-6,C17H21NO2
15512,O-desethyl Dapagliflozin,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,36022,864070-37-1,C19H21ClO6
15513,COH000,COC(=O)C1=C(C(=O)OC)[C@@]2([C@@H](Cc3ccc(C)cc3)Nc3ccccc3)C=C[C@@H]1O2,34906,1534358-79-6,C25H25NO5
15514,Maytansine,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(C)=O)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,36062,35846-53-8,C34H46ClN3O10
15515,SOBRAC,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(=O)CBr,9003927,362678-28-2 ,C20H38BrNO3
15516,SU 0268 ,NC(=O)c1cccc(-c2ccc(S(=O)(=O)Nc3ccc4c(c3)N(C(=O)C3CC3)CCC4)cc2)c1,36064,2210228-45-6 ,C26H25N3O4S
15517,L6H21,COc1ccc(C(=O)/C=C/c2cccc(OC)c2OC)cc1,35284,24533-47-9 ,C18H18O4
15518,IPG-2 TMA ,COc1cc(C)ccc1N1CCOCCOCCN(c2ccc(-c3c4cc(CCC(=O)[O-])c(=O)c(Cl)c-4oc4c(Cl)c([O-])c(CCC(=O)[O-])cc34)cc2OC)CCOCCOCC1.C[N+](C)(C)C.C[N+](C)(C)C.C[N+](C)(C)C,35533,1369302-21-5 ,C58H85Cl2N5O13
15519,Fluo-2 AM ,CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)c1ccc(C)cc1OCCOc1cc(-c2c3ccc(=O)cc-3oc3cc(OCOC(C)=O)ccc23)ccc1N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O,35758,1070771-36-6 ,C51H52N2O23
15520,U-0124 ,CSC(N)=C(C#N)C(C#N)=C(N)SC,34871,108923-79-1 ,C8H10N4S2
15521,TFC 007 ,O=C(Nc1ccc(N2CCC(C(=O)N3CCOCC3)CC2)cc1)c1cnc(Oc2ccccc2)nc1,17971,927878-49-7 ,C27H29N5O4
15522,GR103691,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccc(C(C)=O)cc3)cc2)CC1,34870,162408-66-4,C30H35N3O3
15523,19-alkyne Cholesterol,C#C[C@]12CC[C@H](O)CC1=CC[C@H]1[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]12,16446,2058319-71-2,C28H44O
15524,PSB-CB5,O=C1/C(=C/c2cccc(OCc3ccc(Cl)cc3)c2)N=C2SCCCN12,35279,1627710-30-8,C20H17ClN2O2S
15525,Abrocitinib,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,34869,1622902-68-4,C14H21N5O2S
15526,Y-33075,C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1,35108,199433-58-4,C16H16N4O
15527,EMD 534085,CN(C)CCNC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,35719,858668-07-2,C25H31F3N4O2
15528,N'-Nitrosonornicotine-d4,[2H]c1nc([2H])c(C2CCCN2N=O)c([2H])c1[2H],35604,66148-19-4,C9H11N3O
15529,Isotachysterol 3,CC1=C(/C=C/C2=C3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CCC2)C[C@@H](O)CC1,35751,22350-43-2,C27H44O
15530,N-acetyl Taurine ,CC(=O)NCCS(=O)(=O)O,35169,19213-70-8 ,C4H9NO4S
15531,LNT 1,O=c1c2sccc2n(CC2COc3ccccc3O2)c(=O)n1O,35803,824983-91-7,C15H12N2O5S
15532,Acebutolol-d7,[2H]C([2H])([2H])C([2H])(NCC(O)COc1ccc(NC(=O)CCC)cc1C(C)=O)C([2H])([2H])[2H],35557,2701782-36-5,C18H28N2O4
15533,Roxatidine,O=C(CO)NCCCOc1cccc(CN2CCCCC2)c1,36111,78273-80-0,C17H26N2O3
15534,Ambrisentan-d3,[2H]C([2H])([2H])OC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,35558,1189479-60-4,C22H22N2O4
15535,(S)-Tipifarnib,Cn1cncc1[C@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,35515,192185-71-0,C27H22Cl2N4O
15536,BMS-299897,C[C@H](c1ccc(F)cc1CCCC(=O)O)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,35777,290315-45-6,C24H21ClF3NO4S
15537,FLT3-IN-3,N[C@H]1CC[C@H](Nc2nc(Nc3ccc(CN4CCOCC4)cc3)c3ncn(C4CCCC4)c3n2)CC1,36106,2229050-90-0,C27H38N8O
15538,meta-Methylfentanyl (hydrochloride) (exempt preparation),CCC(=O)N(c1cccc(C)c1)C1CCN(CCc2ccccc2)CC1.Cl,36371,1465-22-1,C23H31ClN2O
15539,Salicylic Acid-d4,[2H]c1c([2H])c([2H])c(C(=O)O)c(O)c1[2H],35418,78646-17-0,C7H6O3
15540,21-Deoxycortisol-d8,[2H]C1=C2C([2H])([2H])C[C@@H]3[C@H]([C@@H](O)C[C@@]4(C)[C@H]3CC[C@]4(O)C(=O)C([2H])([2H])[2H])[C@@]2(C)CC([2H])([2H])C1=O,35556,2479914-04-8,C21H30O4
15541,AHU377,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,36260,149709-62-6,C24H29NO5
15542,Kynurenic Acid-d5,[2H]c1c([2H])c([2H])c2c(O)c([2H])c(C(=O)O)nc2c1[2H],36306,350820-13-2,C10H7NO3
15543,4'-methyl Fentanyl (hydrochloride) (exempt preparation),CCC(=O)N(c1ccccc1)C1CCN(CCc2ccc(C)cc2)CC1.Cl,36374,1071703-97-3,C23H31ClN2O
15544,Chlorpheniramine-d6 (maleate),O=C(O)/C=C\C(=O)O.[2H]C([2H])([2H])N(CCC(c1ccc(Cl)cc1)c1ccccn1)C([2H])([2H])[2H],35767,1219806-45-7,C20H23ClN2O4
15545,DPPE (fumarate),CCN(CC)CCOc1ccc(Cc2ccccc2)cc1.O=C(O)C=CC(=O)O,35360,1185241-83-1,C23H29NO5
15546,Sertraline-d3 (hydrochloride),Cl.[2H]C([2H])([2H])N[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,15857,1217741-83-7,C17H18Cl3N
15547,Methylmalonic Acid-d3,[2H]C([2H])([2H])C(C(=O)O)C(=O)O,35232,42522-59-8,C4H6O4
15548,AT-001,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2nccnc12,36105,1355612-71-3,C17H10F3N5O3S
15549,cis-Zeatin,C/C(=C/CNc1ncnc2nc[nH]c12)CO,35549,32771-64-5,C10H13N5O
15550,"2,3-Oxidosqualene",CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC1OC1(C)C,36187,7200-26-2,C30H50O
15551,"S,S-Hydroxybupropion (hydrochloride)",C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1.Cl,35718,106083-71-0,C13H19Cl2NO2
15552,D-Iditol,OC[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,35597,25878-23-3,C6H14O6
15553,N-desethyl-N-methyl Vardenafil,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]n12,35435,224785-87-9,C22H30N6O4S
15554,R162,C=CCc1ccc2c(c1O)C(=O)c1ccccc1C2=O,30922,64302-87-0,C17H12O3
15555,(-)-Apomorphine (hydrochloride),CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl,34222,314-19-2,C17H18ClNO2
15556,RHPS4 (methyl sulfate),COS(=O)(=O)[O-].Cc1cc2c3c([n+](C)c4ccc(F)cc4c3c1)-c1cc(F)ccc1N2C,28543,390362-78-4,C23H20F2N2O4S
15557,6?-hydroxy Prednisolone,C[C@]12C=CC(=O)C=C1[C@H](O)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,35720,16355-29-6,C21H28O6
15558,Fluocortolone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,35246,152-97-6,C22H29FO4
15559,PF-06873600,C[C@@]1(O)CCC[C@H]1n1c(=O)c(C(F)F)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,35502,2185857-97-8,C20H27F2N5O4S
15560,CGP 36742,CCCCP(=O)(O)CCCN,35495,123690-78-8,C7H18NO2P
15561,Takeda-6d,N#CC1(c2cccc(C(=O)Nc3cc(Oc4ccc5nc(NC(=O)C6CC6)sc5n4)ccc3F)c2Cl)CC1,35754,1125632-93-0,C27H19ClFN5O3S
15562,SR 57227A (hydrochloride),Cl.NC1CCN(c2cccc(Cl)n2)CC1,35499,77145-61-0,C10H15Cl2N3
15563,Asoprisnil,COC[C@]1(OC)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(/C=N/O)cc3)C[C@@]21C,35170,199396-76-4,C28H35NO4
15564,Dihydrojasmonic Acid,CCCCCC1C(=O)CCC1CC(=O)O,35362,3572-64-3,C12H20O3
15566,Aldoxorubicin (hydrochloride),COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(CO)=NNC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,35311,480998-12-7,C37H43ClN4O13
15567,?8-THCVA-A,CCCc1cc2c(c(O)c1C(=O)O)[C@@H]1CC(C)=CC[C@H]1C(C)(C)O2,28580,63953-77-5,C20H26O4
15568,Cannabidiol monomethyl ether,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1OC,35712,1972-05-0,C22H32O2
15569,CBDBA,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCC)c(C(=O)O)c1O,29032,2413020-50-3,C21H28O4
15570,O-Phospho-L-Threonine,C[C@@H](OP(=O)(O)O)[C@H](N)C(=O)O,35057,1114-81-4,C4H10NO6P
15571,Tetrahydrocannabivarin-d5 (CRM),[2H]C([2H])([2H])C([2H])([2H])Cc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,35017,498542-85-1,C19H26O2
15572,2'-Deoxyuridine-d2,[2H]c1c([2H])n([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,36323,40632-23-3,C9H12N2O5
15573,Olmesartan-d6,[2H]C([2H])([2H])C(O)(c1nc(CCC)n(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)c1C(=O)O)C([2H])([2H])[2H],36324,1185144-74-4,C24H26N6O3
15574,(-)-11-hydroxy-?8-THC (CRM),CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(CO)C[C@@H]21,34023,28646-40-4,C21H30O3
15575,Dansyl Amide,CN(C)c1cccc2c(S(N)(=O)=O)cccc12,36149,1431-39-6,C12H14N2O2S
15576,CB-1158,NC(CCCCB(O)O)(C(=O)O)C1CCN(Cc2ccc(Cl)cc2Cl)CC1,27297,1345810-21-0,C18H27BCl2N2O4
15577,Lansoprazole N-oxide,Cc1c(OCC(F)(F)F)cc[n+]([O-])c1CS(=O)c1nc2ccccc2[nH]1,35427,213476-12-1,C16H14F3N3O3S
15578,Fluorescein diacetate,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21,35701,596-09-8,C24H16O7
15579,DL-erythro-PDMP (hydrochloride),CCCCCCCCCC(=O)N[C@H](CN1CCOCC1)[C@@H](O)c1ccccc1.Cl,22676,80943-40-4,C23H39ClN2O3
15580,MHY553,Oc1ccc(-c2nc3ccccc3s2)c(O)c1,36088,6265-56-1,C13H9NO2S
15581,PF-3450074,Cc1[nH]c2ccccc2c1CC(=O)N[C@@H](Cc1ccccc1)C(=O)N(C)c1ccccc1,36107,1352879-65-2,C27H27N3O2
15582,ortho-Methylfentanyl (hydrochloride) (exempt preparation),CCC(=O)N(c1ccccc1C)C1CCN(CCc2ccccc2)CC1.Cl,36372,1443-53-4,C23H31ClN2O
15583,Carazolol-d7,[2H]C([2H])([2H])C([2H])(NCC(O)COc1cccc2[nH]c3ccccc3c12)C([2H])([2H])[2H],35560,1173021-02-7,C18H22N2O2
15584,BRD0639,Cc1ccc(NC(=O)[C@H](C)n2ncc(Cl)cc2=O)cc1S(=O)(=O)NCCc1ccccn1,35625,2760881-74-9,C21H22ClN5O4S
15585,PF-07321332,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,35257,2628280-40-8,C23H32F3N5O4
15586,Nitrazepam,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,16196,146-22-5,C15H11N3O3
15587,GSK 417651A,COc1ccc(Nc2nc(C(=O)N3CCc4ccccc4C3)cs2)cc1,15268,736945-96-3,C20H19N3O2S
15588,2-Chloroadenosine 5-triphosphate (sodium salt),Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],34978,301334-89-4,C10H11ClN5Na4O13P3
15589,1-Isothiocyanato-6-(methylsulfenyl)-hexane,CSCCCCCCN=C=S,35595,4430-39-1,C8H15NS2
15590,Psilocybin-d4 (CRM),[2H]C([2H])(c1c[nH]c2cccc(OP(=O)(O)O)c12)C([2H])([2H])N(C)C,35092,1246819-43-1,C12H17N2O4P
15591,Hygromycin A,CC(=O)[C@H]1O[C@@H](Oc2ccc(/C=C(\C)C(=O)N[C@@H]3[C@H](O)[C@@H](O)[C@H]4OCO[C@H]4[C@@H]3O)cc2O)[C@@H](O)[C@@H]1O,35565,6379-56-2,C23H29NO12
15592,"6,8-Difluoro-7-hydroxy-4-methylcoumarin",Cc1cc(=O)oc2c(F)c(O)c(F)cc12,36017,215868-23-8,C10H6F2O3
15593,"6,7,4'-Trihydroxyisoflavone",O=c1c(-c2ccc(O)cc2)coc2cc(O)c(O)cc12,35405,17817-31-1,C15H10O5
15594,CB-6644,CCOc1cc(F)c(Cl)cc1C(=O)NCC(C)(C)CC(=O)Nc1c(COC)n2n(c1=O)-c1ccccc1CCC2,36125,2316817-88-4,C29H34ClFN4O5
15595,4'-chloro Deschloroalprazolam,Cc1nnc2n1-c1ccccc1C(c1ccc(Cl)cc1)=NC2,36057,92262-72-1,C17H13ClN4
15596,Butylone (hydrochloride) (CRM),CCC(NC)C(=O)c1ccc2c(c1)OCO2.Cl,35016,17762-90-2,C12H16ClNO3
15597,Blasticidin S,CN(CC[C@H](N)CC(=O)N[C@H]1C=C[C@H](n2ccc(N)nc2=O)O[C@@H]1C(=O)O)C(=N)N,35252,2079-00-7,C17H26N8O5
15598,Lamotrigine N2-oxide,Nc1nc(N)[n+]([O-])nc1-c1cccc(Cl)c1Cl,35524,136565-76-9,C9H7Cl2N5O
15599,"3',4'-Dihydroxyflavone",O=c1cc(-c2ccc(O)c(O)c2)oc2ccccc12,35226,4143-64-0,C15H10O4
15600,Oxiracetam,NC(=O)CN1CC(O)CC1=O,26030,62613-82-5,C6H10N2O3
15601,Rabeprazole sulfone,COCCCOc1ccnc(CS(=O)(=O)c2nc3ccccc3[nH]2)c1C,35076,117976-47-3,C18H21N3O4S
15602,Pantoprazole sulfone N-oxide,COc1cc[n+]([O-])c(CS(=O)(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,35199,953787-55-8,C16H15F2N3O6S
15603,7-Hydroxyflavone ,O=c1cc(-c2ccccc2)oc2cc(O)ccc12,36071,6665-86-7 ,C15H10O3
15604,?8-THCA-A (exempt preparation) ,CCCCCc1cc2c(c(O)c1C(=O)O)[C@@H]1CC(C)=CC[C@H]1C(C)(C)O2,35277,23978-89-4 ,C22H30O4
15605,Thymidine-d4 ,[2H]c1c(C([2H])([2H])[2H])c(=O)[nH]c(=O)n1[C@H]1C[C@H](O)[C@@H](CO)O1,36322,347841-67-2 ,C10H14N2O5
15606,PAP-1 ,O=c1ccc2c(OCCCCOc3ccccc3)c3ccoc3cc2o1,30105,870653-45-5 ,C21H18O5
15607,Talaporfin (sodium salt) ,C=Cc1c(C)c2cc3nc(c(CC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)[O-])[C@@H](CCC(=O)[O-])[C@@H]3C.[Na+].[Na+].[Na+].[Na+],35722,220201-34-3 ,C38H37N5Na4O9
15608,MK-212 (hydrochloride) ,Cl.Clc1cncc(N2CCNCC2)n1,36089,61655-58-1 ,C8H12Cl2N4
15609,Pramiracetam,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,26031,68497-62-1 ,C14H27N3O2
15610,para-Chlorofentanyl (hydrochloride) (exempt preparation) ,CCC(=O)N(c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1.Cl,36370,117994-27-1 ,C22H28Cl2N2O
15611,Dictamnine,COc1c2ccccc2nc2occc12,34646,484-29-7 ,C12H9NO2
15612,Lidocaine-d10 ,[2H]C([2H])([2H])C([2H])([2H])N(CC(=O)Nc1c(C)cccc1C)C([2H])([2H])C([2H])([2H])[2H],35066,851528-09-1 ,C14H22N2O
15613,5?-Androstan-3?-ol ,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2,34719,1224-92-6 ,C19H32O
15614,Cochineal ,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c1C2=O,35334,1260-17-9 ,C22H20O13
15615,Fluindione,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,34966,957-56-2 ,C15H9FO2
15616,Lumogallion,O=S(=O)(O)c1cc(Cl)cc(/N=N/c2ccc(O)cc2O)c1O,35596,4386-25-8 ,C12H9ClN2O6S
15617,6-Methylmercaptopurine-d3,[2H]C([2H])([2H])Sc1ncnc2nc[nH]c12,36321,33312-93-5,C6H6N4S
15618,BMS 270394,CC1(C)CCC(C)(C)c2cc([C@@H](O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21,35576,262433-54-5,C23H26FNO4
15619,"2-Bromo-3',4'-(methylenedioxy)propiophenone",CC(Br)C(=O)c1ccc2c(c1)OCO2,35350,52190-28-0,C10H9BrO3
15620,Dopamine 4-O-Sulfate,NCCc1ccc(OS(=O)(=O)O)c(O)c1,36085,38339-02-5,C8H11NO5S
15621,10-acetyl Docetaxel,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,34497,125354-16-7,C45H55NO15
15622,Linuron,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,36205,330-55-2,C9H10Cl2N2O2
15623,Glycocyamine,N=C(N)NCC(=O)O,35792,352-97-6,C3H7N3O2
15624,"(1R,4R)-N-desmethyl Sertraline (hydrochloride)",Cl.N[C@@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,35741,675126-09-7,C16H16Cl3N
15625,Uridine-d2,[2H]c1c([2H])n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,36317,40632-21-1,C9H12N2O6
15626,Dopamine-d4 (hydrochloride),Cl.[2H]C([2H])(N)C([2H])([2H])c1ccc(O)c(O)c1,36309,203633-19-6,C8H12ClNO2
15627,CM10,C=CCc1cccc(CNc2nc3ccccc3n2CCC)c1O,36186,692269-09-3,C20H23N3O
15628,Hypoxanthine-d4,[2H]c1nc(=O)c2c(nc([2H])n2[2H])n1[2H],36330,2483831-32-7,C5H4N4O
15629,Nicorandil N-oxide,O=C(NCCO[N+](=O)[O-])c1ccc[n+]([O-])c1,35415,107833-98-7,C8H9N3O5
15630,Remerin,CN1CCc2cc3c(c4c2[C@H]1Cc1ccccc1-4)OCO3,36035,548-08-3,C18H17NO2
15631,L-Glutamic Acid ?-p-Nitroanilide (hydrate),N[C@@H](CCC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)O.O,36209,122864-94-2,C11H15N3O6
15632,(-)-11-nor-9-carboxy-?8-THC (CRM),CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C(=O)O)C[C@@H]21,34024,39690-06-7,C21H28O4
15633,MCC950 (sodium salt),CC(C)(O)c1coc(S(=O)(=O)[N-]C(=O)Nc2c3c(cc4c2CCC4)CCC3)c1.[Na+],34762,256373-96-3,C20H23N2NaO5S
15634,4-Aminobenzylphosphonic Acid,Nc1ccc(CP(=O)(O)O)cc1,36029,5424-27-1,C7H10NO3P
