,CompoundName,casID,selleckID,Formula,SMILES
2844,Gadodiamide Hydrate,122795-43-1,S1751,C16H28GdN5O9C16H28GdN5O9.xH2O,O.[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O
2845,Penicillamine,52-67-5,S1853,C5H11NO2S,CC(C)(S)C(N)C(O)=O
2846,Etidronate,2809-21-4,S1857,C2H8O7P2,CC(O)([P](O)(O)=O)[P](O)(O)=O
2847,Tranexamic Acid,1197-18-8,S1875,C8H15NO2,NCC1CCC(CC1)C(O)=O
2848,Levamisole hydrochloride,16595-80-5,S1939,C11H12N2S.HCl,Cl.C1CN2CC(N=C2S1)C3=CC=CC=C3
2849,Ticlopidine HCl,53885-35-1,S1984,C14H14ClNS.HCl,Cl.ClC1=C(CN2CCC3=C(C2)C=CS3)C=CC=C1
2850,ATP disodium,987-65-5,S1985,C10H14N5O13P3.2Na,[Na+].[Na+].NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(=O)O[P]([O-])(=O)O[P](O)([O-])=O)C(O)C3O
2851,Procarbazine HCl,366-70-1,S1995,C12H19N3O.HCl,Cl.CNNCC1=CC=C(C=C1)C(=O)NC(C)C
2852,D-Cycloserine,68-41-7,S1998,C3H6N2O2,NC1CONC1=O
2853,Sodium butyrate,156-54-7,S1999,C4H7NaO2,[Na+].CCCC([O-])=O
2854,Taurine,107-35-7,S2008,C2H7NO3S,NCC[S](O)(=O)=O
2855,Clindamycin Phosphate,24729-96-2,S2048,C18H34ClN2O8PS,CCCC1CC(N(C)C1)C(=O)NC(C(C)Cl)C2OC(SC)C(O[P](O)(O)=O)C(O)C2O
2856,Lisinopril dihydrate,83915-83-7,S2076,C21H35N3O7,NCCCCC(NC(CCC1=CC=CC=C1)C(O)=O)C(=O)N2CCCC2C(O)=O
2857,Fudosteine,13189-98-5,S2129,C6H13NO3S,NC(CSCCCO)C(O)=O
2858,Gabapentin,60142-96-3,S2133,C9H17NO2,NCC1(CCCCC1)CC(O)=O
2859,Kanamycin sulfate,25389-94-0,S2315,C18H38N4O15S,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O.O[S](O)(=O)=O
2860,Chondroitin sulfate,9007-28-7,S2416,(C14H21NO14S)n,COC1OC(CO[S](O)(=O)=O)C(O)C(OC2OC(C(C)C(O)C2O)C(O)=O)C1NC(C)=O
2861,Donepezil HCl,120011-70-3,S2462,C24H29NO3.HCl,Cl.COC1=C(OC)C=C2C(=O)C(CC3CCN(CC3)CC4=CC=CC=C4)CC2=C1
2862,Neostigmine Bromide,114-80-7,S2490,C12H19N2O2.Br,[Br-].CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
2863,Salbutamol Sulfate,51022-70-9,S2507,C13H21NO3.H2SO4,CC(C)(C)NCC(O)C1=CC=C(O)C(=C1)CO.O[S](O)(=O)=O
2864,Tobramycin,32986-56-4,S2514,C18H37N5O9,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O
2865,NAD+,53-84-9,S2518,C21H27N7O14P2,NC(=O)C1=CC=C[N+](=C1)C2OC(CO[P]([O-])(=O)O[P](O)(=O)OCC3OC(C(O)C3O)[N]4C=NC5=C(N)N=CN=C45)C(O)C2O
2866,Methacycline HCl,3963-95-9,S2527,C22H22N2O8.HCl,Cl.CN(C)C1C2C(O)C3C(=C)C4=CC=CC(=C4C(=O)C3=C(O)C2(O)C(=O)C(=C1O)C(N)=O)O
2867,Lomefloxacin HCl,98079-52-8,S2539,C17H19F2N3O3.HCl,Cl.CCN1C=C(C(O)=O)C(=O)C2=CC(=C(N3CCNC(C)C3)C(=C12)F)F
2868,Amiloride HCl dihydrate,17440-83-4,S2560,C6H8ClN7O.HCl.2H2O,O.O.Cl.NC(=N)NC(=O)C1=NC(=C(N)N=C1N)Cl
2869,Oxacillin sodium monohydrate,7240-38-2,S2563,C19H18N3O5S.Na.H2O,O.[Na+].CC1=C(C(=O)NC2C3SC(C)(C)C(N3C2=O)C([O-])=O)C(=NO1)C4=CC=CC=C4
2870,Neomycin sulfate,"28002-70-2 ,1405-10-3",S2568,C23H46N6O13.H2SO4,NCC1OC(OC2C(N)CC(N)C(O)C2OC3OC(CO)C(OC4OC(CN)C(O)C(O)C4N)C3O)C(N)C(O)C1O.O[S](O)(=O)=O
2871,Streptomycin sulfate,3810-74-0,S2572,2C21H39N7O12.3H2SO4,CNC1C(O)C(O)C(CO)OC1OC2C(OC(C)C2(O)C=O)OC3C(O)C(O)C(NC(N)=N)C(O)C3NC(N)=N.CNC4C(O)C(O)C(CO)OC4OC5C(OC(C)C5(O)C=O)OC6C(O)C(O)C(NC(N)=N)C(O)C6NC(N)=N.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O
2872,Vancomycin HCl,1404-93-9,S2575,C66H75Cl2N9O24.HCl,Cl.CNC(CC(C)C)C(=O)NC1C(O)C2=CC=C(OC3=CC4=CC(=C3OC5OC(CO)C(O)C(O)C5OC6CC(C)(N)C(O)C(C)O6)OC7=CC=C(C=C7Cl)C(O)C8NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)C9=CC(=C(O)C=C9)C%10=C(C=C(O)C=C%10O)C(NC8=O)C(O)=O)C(=C2)Cl
2873,Hygromycin B,31282-04-9,S2908,C20H37N3O13,CNC1CC(N)C(O)C(OC2OC(CO)C(O)C3OC4(OC(C(N)CO)C(O)C(O)C4O)OC23)C1O
2874,Zanamivir,139110-80-8,S3007,C12H20N4O7,CC(=O)NC1C(NC(N)=N)C=C(OC1C(O)C(O)CO)C(O)=O
2875,Plerixafor (AMD3100) 8HCl,155148-31-5,S3013,C28H54N8.8HCl,Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl.C1CNCCNCCCN(CCNC1)CC2=CC=C(CN3CCCNCCNCCCNCC3)C=C2
2876,Geneticin (G418 Sulfate),108321-42-2,S3028,C20H40N4O10.2H2SO4,CNC1C(O)C(OCC1(C)O)OC2C(N)CC(N)C(OC3OC(C(C)O)C(O)C(O)C3N)C2O.O[S](O)(=O)=O.O[S](O)(=O)=O
2877,Solifenacin succinate,242478-38-2,S3048,C23H26N2O.C4H6O4,OC(=O)CCC(O)=O.O=C(OC1CN2CCC1CC2)N3CCC4=C(C=CC=C4)C3C5=CC=CC=C5
2878,Palonosetron HCl,135729-62-3,S3050,C19H24N2O.HCl,Cl.O=C1N(CC2CCCC3=CC=CC1=C23)C4CN5CCC4CC5
2879,Miltefosine,58066-85-6,S3056,C21H46NO4P,CCCCCCCCCCCCCCCCO[P]([O-])(=O)OCC[N+](C)(C)C
2880,Danofloxacin Mesylate,119478-55-6,S3058,C19H20FN3O3.CH4O3S,CN1CC2CC1CN2C3=CC4=C(C=C3F)C(=O)C(=CN4C5CC5)C(O)=O.C[S](O)(=O)=O
2881,Amikacin disulfate,39831-55-5,S3065,C22H43N5O13.2H2SO4,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC3OC(CO)C(O)C(N)C3O.O[S](O)(=O)=O.O[S](O)(=O)=O
2882,(R)-baclofen,69308-37-8,S3072,C10H12ClNO2,NCC(CC(O)=O)C1=CC=C(Cl)C=C1
2883,Caspofungin (MK-0991) Acetate,179463-17-3,S3073,C52H88N10O15.2C2H4O2,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(O)CN3C(=O)C(NC1=O)C(C)O)C(O)C(O)C4=CC=C(O)C=C4)C(O)CCN.CC(O)=O.CC(O)=O
2884,Creatinine,60-27-5,S3102,C4H7N3O,CN1CC(=O)NC1=N
2885,Amikacin hydrate,1257517-67-1,S3122,C22H43N5O13.xH2O,O.NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC3OC(CO)C(O)C(N)C3O
2886,Tripelennamine HCl,154-69-8,S3146,C16H21N3.HCl,Cl.CN(C)CCN(CC1=CC=CC=C1)C2=NC=CC=C2
2887,Ibandronate sodium monohydrate,138926-19-9,S3148,C9H23NO7P2.Na.H2O,O.[NaH].CCCCCN(C)CCC(O)([P](O)(O)=O)[P](O)(O)=O
2888,Abacavir sulfate,188062-50-2,S3165,C14H18N6O.1/2H2SO4,NC1=NC2=C(N=C[N]2C3CC(CO)C=C3)C(=N1)NC4CC4.NC5=NC6=C(N=C[N]6C7CC(CO)C=C7)C(=N5)NC8CC8.O[S](O)(=O)=O
2889,L-Arginine HCl (L-Arg),1119-34-2,S3174,C6H14N4O2.HCl,Cl.NC(CCCNC(N)=N)C(O)=O
2890,Thiamine HCl (Vitamin B1),67-03-8,S3211,C12H17N4OS.HCl,Cl.[Cl-].CC1=NC=C(C[N+]2=CSC(=C2C)CCO)C(=N1)N
2891,Cesium chloride,7647-17-8,S3642,CsCl,Cl[Cs]
2892,Ceftazidime,72558-82-8,S3649,C22H22N6O7S2,CC(C)(O\N=C(/C(=O)NC1C2SCC(=C(N2C1=O)C([O-])=O)C[N+]3=CC=CC=C3)C4=CSC(=N4)N)C(O)=O
2893,Penicillin V potassium salt,132-98-9,S3650,C16H17N2O5S.K,[K+].CC1(C)SC2C(NC(=O)COC3=CC=CC=C3)C(=O)N2C1C([O-])=O
2894,Pirenzepine dihydrochloride,29868-97-1,S3662,C19H21N5O2.2HCl,Cl.Cl.CN1CCN(CC1)CC(=O)N2C3=C(C=CC=C3)C(=O)NC4=CC=CN=C24
2895,Imipenem,74431-23-5,S3667,C12H17N3O4S.H2O,O.CC(O)C1C2CC(=C(N2C1=O)C(O)=O)SCCNC=N
2896,Cangrelor Tetrasodium,163706-36-3,S3737,21Cl2F3N5O12P3S2.4Na,CSCCNC1=NC(=NC2=C1N=C[N]2C3OC(CO[P](=O)(O[Na])O[P](=O)(O[Na])C(Cl)(Cl)[P](=O)(O[Na])O[Na])C(O)C3O)SCCC(F)(F)F
2897,Acamprosate Calcium,77337-73-6,S3748,C5H11NO4S.1/2Ca,CC(=O)NCCC[S]([O-])(=O)=O
2898,isoleucine,73-32-5,S3752,C6H13NO2,CCC(C)C(N)C(O)=O
2899,L-Leucine,61-90-5,S3753,C6H13NO2,CC(C)CC(N)C(O)=O
2900,L-Citrulline,372-75-8,S3798,C6H13N3O3,NC(CCCNC(N)=O)C(O)=O
2901,L-Theanine,3081-61-6,S3852,C7H14N2O3,CCNC(=O)CCC(N)C(O)=O
2902,Sodium Demethylcantharidate,13114-29-9,S3861,C8H9O5.Na,OC(=O)C1C2CCC(O2)C1C(=O)O[Na]
2903,L-Lysine hydrochloride,657-27-2,S3953,C6H14N2O2.HCl,Cl.NCCCCC(N)C(O)=O
2904,DL-Glutamine,6899-04-3,S3963,C5H10N2O3,NC(CCC(N)=O)C(O)=O
2905,L-SelenoMethionine,3211-76-5,S3973,C5H11NO2Se,C[Se]CCC(N)C(O)=O
2906,Pemirolast potassium,100299-08-9,S4008,C10H7N6O.K,[K+].CC1=CC=CN2C(=O)C(=CN=C12)C3=NN=N[N-]3
2907,Sodium Monofluorophosphate,10163-15-2,S4013,FNa2O3P,[Na+].[Na+].[O-][P]([O-])(F)=O
2908,Flavoxate HCl,3717-88-2,S4027,C24H25NO4.HCl,Cl.CC1=C(OC2=C(C=CC=C2C(=O)OCCN3CCCCC3)C1=O)C4=CC=CC=C4
2909,Dexamethasone Sodium Phosphate,55203-24-2,S4028,C22H30FO8P.2Na,[Na+].[Na+].CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO[P]([O-])([O-])=O
2910,Colistin Sulfate,1264-72-8,S4029,C52H98N16O13.5/2H2SO4,CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O.CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC2CCNC(=O)C(NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC2=O)C(C)O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O
2911,Gentamicin Sulfate,1405-41-0,S4030,H2SO4.xUnspecified,CCN.CNC(C)C.CNC1C(O)C(OCC1(C)O)OC2C(N)CC(N)C(OC3OC(CCC3N)[R])C2O.CC(C)N.O[S](O)(=O)=O
2912,Netilmicin Sulfate,56391-57-2,S4052,C21H41N5O7.2.5H2SO4,CCNC1CC(N)C(OC2OC(=CCC2N)CN)C(O)C1OC3OCC(C)(O)C(NC)C3O.CCNC4CC(N)C(OC5OC(=CCC5N)CN)C(O)C4OC6OCC(C)(O)C(NC)C6O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O
2913,Bismuth Subcitrate Potassium,880149-29-1,S4093,C12H8BiK5O14,[K+].[K+].[K+].[K+].[K+].[BiH6+3].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
2914,Tetramisole HCl,5086-74-8,S4094,C11H12N2S.HCl,Cl.C1CN2CC(N=C2S1)C3=CC=CC=C3
2915,Clodronate Disodium,22560-50-5,S4108,CH4Cl2O6P0.2Na,[Na+].[Na+].O[P]([O-])(=O)C(Cl)(Cl)[P](O)([O-])=O
2916,Histamine Phosphate,51-74-1,S4117,C5H9N.2H3O4P,NCCC1=C[NH]C=N1.O[P](O)(O)=O.O[P](O)(O)=O
2917,Succinylcholine Chloride Dihydrate,6101-15-1,S4121,C14H30N2O4.2Cl.2H2O,O.O.[Cl-].[Cl-].C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
2918,Terbutaline Sulfate,23031-32-5,S4127,C24H38N2O6.H2SO4,CC(C)(C)NCC(O)C1=CC(=CC(=C1)O)O.CC(C)(C)NCC(O)C2=CC(=CC(=C2)O)O.O[S](O)(=O)=O
2919,Mildronate,76144-81-5,S4130,C6H14N2O2,C[N+](C)(C)NCCC(O)=O
2920,Eprazinone 2HCl,10402-53-6,S4137,C24H32N2O2.2HCl,Cl.Cl.CCOC(CN1CCN(CC1)CC(C)C(=O)C2=CC=CC=C2)C3=CC=CC=C3
2921,Amprolium HCl,137-88-2,S4144,C14H19N4.HCl.Cl,Cl.[Cl-].CCCC1=NC=C(C[N+]2=C(C)C=CC=C2)C(=N1)N
2922,Bacitracin,1405-87-4,S4146,C65H101N17O16S,CCC(C)C(NC(=O)C(CCC(O)=O)NC(=O)C(CC(C)C)NC(=O)C1CN=C(S1)C(N)C(C)C)C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C(CC3=C[NH]C=N3)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(NC(=O)C(CCCN)NC2=O)C(C)CC
2923,Chloroquine diphosphate,50-63-5,S4157,C18H26ClN3.2H3O4P,CCN(CC)CCCC(C)NC1=CC=NC2=C1C=CC(=C2)Cl.O[P](O)(O)=O.O[P](O)(O)=O
2924,Ceftriaxone disodium salt hemi (heptahydrate),104376-79-6,S4158,C18H16N8O7S3.7/2H2O.2Na,O.[Na;v0].CO\N=C(/C(=O)NC1C2SCC(=C(N2C1=O)C(O)=O)CSC3=NC(=O)C(=O)NN3C)C4=CSC(=N4)N
2925,Sodium Gluconate,527-07-1,S4174,C6H11O7.Na,[Na+].OCC(O)C(O)C(O)C(O)C([O-])=O
2926,Nefopam HCl,23327-57-3,S4180,C17H19NO.HCl,Cl.CN1CCOC(C2=CC=CC=C2)C3=C(C1)C=CC=C3
2927,Paromomycin Sulfate,1263-89-4,S4183,C23H45N5O14.xH2SO4,NCC1OC(OC2C(O)C(OC2CO)OC3C(O)C(N)CC(N)C3OC4OC(CO)C(O)C(O)C4N)C(N)C(O)C1O.O[S](O)(=O)=O
2928,Ribostamycin Sulfate,53797-35-6,S4215,C17H34N4O10.H2SO4,NCC1OC(OC2C(N)CC(N)C(O)C2OC3OC(CO)C(O)C3O)C(N)C(O)C1O.O[S](O)(=O)=O
2929,Capreomycin Sulfate,1405-37-4,S4234,C25H44N14O7.H2SO4,CC1NC(=O)C(N)CNC(=O)C(NC(=O)C(NC(=O)C(CNC(=O)CC(N)CCCN)NC1=O)=CNC(N)=O)C2CCNC(=N2)N.O[S](O)(=O)=O
2930,Proflavine Hemisulfate,1811-28-5,S4236,C13H11N3.1/2H2SO4,NC1=CC=C2C=C3C=CC(=CC3=NC2=C1)N.NC4=CC=C5C=C6C=CC(=CC6=NC5=C4)N.O[S](O)(=O)=O
2931,Sodium ascorbate,134-03-2,S4245,C6H7NaO6,[NaH].OCC(O)C1OC(=O)C(O)C1O
2932,Apramycin Sulfate,65710-07-8,S4254,C21H41N5O11.xH2SO4,CNC1C(O)C2OC(OC3C(N)CC(N)C(O)C3O)C(N)CC2OC1OC4OC(CO)C(N)C(O)C4O.O[S](O)(=O)=O
2933,Isepamicin Sulphate,67814-76-0,S4271,C22H45N5O16S,CNC1C(O)C(OCC1(C)O)OC2C(O)C(OC3OC(CN)C(O)C(O)C3O)C(N)CC2NC(=O)C(O)CN.O[S](O)(=O)=O
2934,Micafungin (FK 463) Sodium,208538-73-2,S4287,C56H70N9NaO23S,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(NC(=O)C(NC(=O)C6CC(O)CN6C(=O)C(NC4=O)C(C)O)C(O)C(O)C7=CC(=C(O)C=C7)O[S](=O)(=O)O[Na])C(O)CC(N)=O
2935,Amifostine trihydrate,112901-68-5,S4298,C5H15N2O3PS.3H2O,O.O.O.NCCCNCCS[P](O)(O)=O
2936,Calcium Gluceptate,17140-60-2,S4311,C14H26CaO16,OCC(O)C(O)C(O)C(O)C(O)C(=O)O[Ca]OC(=O)C(O)C(O)C(O)C(O)C(O)CO
2937,Ceftazidime Pentahydrate,78439-06-2,S4314,C22H32N6O12S2,O.O.O.O.O.CC(C)(O/N=C(/C(=O)NC1C2SCC(=C(N2C1=O)C([O-])=O)C[N+]3=CC=CC=C3)C4=CSC(=N4)N)C(O)=O
2938,Guanethidine Sulfate,60-02-6,S4328,C20H44N8.H2O4S,NC(=N)NCCN1CCCCCCC1.NC(=N)NCCN2CCCCCCC2.O[S](O)(=O)=O
2939,Tolmetin Sodium,64490-92-2,S4360,C15H14NO3.Na.2H2O,O.O.C[N]1C(=CC=C1C(=O)C2=CC=C(C)C=C2)CC(=O)O[Na]
2940,Potassium Canrenoate,2181-04-6,S4392,C22H29KO4,[K+].CC12CCC(=O)C=C1C=CC3C2CCC4(C)C3CCC4(O)CCC([O-])=O
2941,Hydroxychloroquine Sulfate (NSC 4375),747-36-4,S4430,C18H28ClN3O5S,CCN(CCO)CCCC(C)NC1=CC=NC2=CC(=CC=C12)Cl.O[S](O)(=O)=O
2942,Dihydrostreptomycin sulfate,5490-27-7,S4523,2C21H41N7O12.3H2SO4,CNC1C(O)C(O)C(CO)OC1OC2C(OC(C)C2(O)CO)OC3C(O)C(O)C(NC(N)=N)C(O)C3NC(N)=N.CNC4C(O)C(O)C(CO)OC4OC5C(OC(C)C5(O)CO)OC6C(O)C(O)C(NC(N)=N)C(O)C6NC(N)=N.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O
2943,Sisomicin sulfate,53179-09-2,S4540,2C19H37N5O7.5H2SO4,CNC1C(O)C(OCC1(C)O)OC2C(N)CC(N)C(OC3OC(=CCC3N)CN)C2O.CNC4C(O)C(OCC4(C)O)OC5C(N)CC(N)C(OC6OC(=CCC6N)CN)C5O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O
2944,Eprodisate disodium,36589-58-9,S4567,C3H8O6S2.2Na,[Na+].[Na+].[O-][S](=O)(=O)CCC[S]([O-])(=O)=O
2945,Pralidoxime chloride,51-15-0,S4575,C7H9N2O.Cl,[Cl-].C[N+]1=C(C=CC=C1)\C=N\O
2946,Eflornithine (MDL-71782) hydrochloride hydrate,96020-91-6,S4582,C6H12F2N2O2.HCl.H2O,O.Cl.NCCCC(N)(C(F)F)C(O)=O
2947,Captisol (SBE-β-CD),182410-00-0,S4592,C42H70-nO35.nNa.n(C4H8O3S),[Na+].[Na+].OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(OCCCC[S]([O-])(=O)=O)C(OC5COCCCC[S]([O-])(=O)=O)OC6=C(CO)OC(OC7C(O)C(O)C(OC7CO)OC8C(O)C(O)C(OC8CO)OC1C(O)C2O)C(O)C6O
2948,Glutathione,70-18-8,S4606,C10H17N3O6S,NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O
2949,L-Ornithine hydrochloride,3184-13-2,S4653,C5H13ClN2O2,Cl.NCCCC(N)C(O)=O
2950,Cefradine,38821-53-3,S4671,C16H19N3O4S,CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CCC=CC3)C2=O)C(O)=O
2951,4-Aminobutyric acid (GABA),56-12-2,S4700,C4H9NO2,NCCCC(O)=O
2952,Choline bitartrate,87-67-2,S4703,C5H14NO.C4H5O6,C[N+](C)(C)CCO.OC(C(O)C([O-])=O)C(O)=O
2953,D-(+)-Cellobiose,528-50-7,S4704,C12H22O11,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O
2954,L-Glutamic acid monosodium salt,142-47-2,S4721,C5H8NO4.Na,NC(CCC(=O)O[Na])C(O)=O
2955,Sodium ferulate,24276-84-4,S4740,C10H9O4.Na,[Na+].COC1=CC(=CC=C1O)\C=C\C([O-])=O
2956,Danshensu,76822-21-4,S4741,C9H10O5,OC(CC1=CC=C(O)C(=C1)O)C(O)=O
2957,Creatine phosphate disodium salt,922-32-7,S4770,C4H8N3O5P.2Na,[Na+].[Na+].CN(CC(O)=O)C(=N)N[P]([O-])([O-])=O
2958,Glycylglycine,556-50-3,S4810,C4H8N2O3,NCC(=O)NCC(O)=O
2959,VitaMin U,3493-12-7,S4811,C6H14NO2.Cl,[Cl-].C[S+](C)CCC(N)C(O)=O
2960,Glycine,56-40-6,S4821,C2H5NO2,NCC(O)=O
2961,Manganese chloride,7773-01-5,S4827,MnCl2,Cl[Mn]Cl
2962,Sodium carbonate,497-19-8,S4828,Na2CO3,[Na]OC(=O)O[Na]
2963,L(+)-Asparagine monohydrate,5794-13-8,S4950,C4H8N2O3.H2O,O.NC(CC(N)=O)C(O)=O
2964,L-Threonine,72-19-5,S4951,C4H9NO3,CC(O)C(N)C(O)=O
2965,Choline Glycerophosphate,28319-77-9,S4972,C8H20NO6P,C[N+](C)(C)CCO[P]([O-])(=O)OCC(O)CO
2966,Timonacic,444-27-9,S4993,C4H7NO2S,OC(=O)C1CSCN1
2967,Fosfomycin Disodium,26016-99-9,S5048,C3H5O4P.2Na,[Na+].[Na+].CC1OC1[P]([O-])([O-])=O
2968,Pipemidic acid,51940-44-4,S5051,C14H17N5O3,CCN1C=C(C(O)=O)C(=O)C2=CN=C(N=C12)N3CCNCC3
2969,Methotrexate disodium,7413-34-5,S5097,C20H20N8O5.2Na,[Na+].[Na+].CN(CC1=NC2=C(N)N=C(N)N=C2N=C1)C3=CC=C(C=C3)C(=O)NC(CCC([O-])=O)C([O-])=O
2970,Riboflavin phosphate sodium,130-40-5,S5107,C17H20N4NaO9P,[Na+].CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO[P](O)([O-])=O)C3=NC(=O)NC(=O)C3=N2
2971,DL-Citrulline,627-77-0,S5124,C6H13N3O3,NC(CCCNC(N)=O)C(O)=O
2972,Homotaurine,3687-18-1,S5131,C3H9NO3S,NCCC[S](O)(=O)=O
2973,Calcium folinate,1492-18-8,S5136,C20H21N7O7.Ca,[Ca++].NC1=NC(=C2N(C=O)C(CNC3=CC=C(C=C3)C(=O)NC(CCC([O-])=O)C([O-])=O)CNC2=N1)O
2974,D-Pantethine,16816-67-4,S5220,C22H42N4O8S2,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO
2975,Ozagrel sodium,189224-26-8,S5252,C13H11N2O2.Na,[Na+].[O-]C(=O)\C=C\C1=CC=C(C[N]2C=CN=C2)C=C1
2976,Nylidrin Hydrochloride,849-55-8,S5267,C19H25NO2.HCl,Cl.CC(CCC1=CC=CC=C1)NC(C)C(O)C2=CC=C(O)C=C2
2977,Cephradine monohydrate,75975-70-1,S5296,C16H19N3O4S.H2O,O.CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CCC=CC3)C2=O)C(O)=O
2978,Citicoline,987-78-0,S5362,C14H26N4O11P2,C[N+](C)(C)CCO[P]([O-])(=O)O[P](O)(=O)OCC1OC(C(O)C1O)N2C=CC(=NC2=O)N
2979,UTP Trisodium Salt,19817-92-6,S5384,C9H15N2O15P3.3Na,[Na+].[Na+].[Na+].OC1C(O)C(OC1CO[P]([O-])(=O)O[P]([O-])(=O)O[P](O)([O-])=O)N2C=CC(=O)NC2=O
2980,Loxoprofen Sodium,80382-23-6,S5412,C15H17O3.Na,[Na+].CC(C([O-])=O)C1=CC=C(CC2CCCC2=O)C=C1
2981,Sodium succinate,150-90-3,S5433,C4H4O4.2Na,[Na+].[Na+].[O-]C(=O)CCC([O-])=O
2982,Guanethidine Monosulfate,645-43-2,S5496,C10H22N4.H2SO4,NC(=N)NCCN1CCCCCCC1.O[S](O)(=O)=O
2983,Spermine Tetrahydrochloride,306-67-2,S5524,C10H26N4.4HCl,Cl.Cl.Cl.Cl.NCCCNCCCCNCCCN
2984,β-Alanine,107-95-9,S5526,C3H7NO2,NCCC(O)=O
2985,Tobramycin sulfate,49842-07-1,S5533,C36H84N10O38S5,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O.NCC4OC(OC5C(N)CC(N)C(OC6OC(CO)C(O)C(N)C6O)C5O)C(N)CC4O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O
2986,DL-Serine,302-84-1,S5545,C3H7NO3,NC(CO)C(O)=O
2987,DL-Arginine,7200-25-1,S5549,C6H14N4O2,NC(CCCNC(N)=N)C(O)=O
2988,L-Asparagine,70-47-3,S5571,C4H8N2O3,NC(CC(N)=O)C(O)=O
2989,Creatine,57-00-1,S5588,C4H9N3O2,CN(CC(O)=O)C(N)=N
2990,L-Valine,72-18-4,S5628,C5H11NO2,CC(C)C(N)C(O)=O
2991,L-Proline,147-85-3,S5629,C5H9NO2,OC(=O)C1CCCN1
2992,L-lysine,56-87-1,S5630,C6H14N2O2,NCCCCC(N)C(O)=O
2993,L-Alanine,56-41-7,S5631,C3H7NO2,CC(N)C(O)=O
2994,L-aspartic Acid,56-84-8,S5632,C4H7NO4,NC(CC(O)=O)C(O)=O
2995,L-methionine,63-68-3,S5633,C5H11NO2S,CSCCC(N)C(O)=O
2996,L-arginine,74-79-3,S5634,C6H14N4O2,NC(CCCNC(N)=N)C(O)=O
2997,L-cysteine,52-90-4,S5635,C3H7NO2S,NC(CS)C(O)=O
